id,building,room,days,start_time,end_time
3418,FLS,1066,W,0900AM,1250PM
3419,FLS,1066,W,0900AM,1250PM
3420,FLS,1056,F,0800AM,0950AM
3421,SLN,3001,TR,1200PM,0115PM
3422,WEB,ONLINE,T,0600PM,0850PM
3423,SLN,2004,TR,0130PM,0245PM
3424,SLN,2004,W,0600PM,0850PM
3425,SLN,2004,R,0600PM,0850PM
3426,SLN,3001,MW,1030AM,1145AM
3427,SLN,3001,MW,0900AM,1015AM
3428,SLN,3001,MW,0300PM,0415PM
3429,SLN,3001,MW,0430PM,0545PM
3430,SLN,2004,TR,1030AM,1145AM
3431,SLN,3001,W,0130PM,0245PM
3432,SLN,3001,T,0430PM,0545PM
3433,DH,206,R,1030AM,1145AM
3434,MND,4000,R,1200PM,0115PM
3435,RVR,1015,MW,1200PM,0115PM
3436,WEB,ONLINE,MW,0130PM,0245PM
3437,WEB,ONLINE,MW,1030AM,1145AM
3438,WEB,ONLINE,R,0600PM,0850PM
3439,WEB,ONLINE,MW,1200PM,0115PM
3440,SLN,2004,MW,0130PM,0245PM
3441,SLN,2004,MW,0300PM,0415PM
3442,SLN,3001,TR,1030AM,1145AM
3443,WEB,ONLINE,M,0600PM,0850PM
3444,WEB,ONLINE,M,0430PM,0515PM
3445,EUR,115,W,0400PM,0515PM
3446,DLN,1004,F,0100PM,0250PM
3447,YSM,141,W,1000AM,1050AM
3448,YSM,127,F,1000AM,1050AM
3449,DLN,1004,F,0100PM,0250PM
3450,YSM,127,F,1100AM,1150AM
3451,DLN,1004,F,0100PM,0250PM
3452,DLN,1004,F,0100PM,0250PM
3453,YSM,141,F,1000AM,1050AM
3454,DLN,1004,F,0100PM,0250PM
3455,YSM,119,F,1100AM,1150AM
3456,EUR,108,W,0830AM,1120AM
3457,DLN,1004,F,0100PM,0250PM
3458,YSM,127,W,1200PM,0250PM
3459,DLN,1004,F,0100PM,0250PM
3460,EUR,108,F,0900AM,1250PM
3461,EUR,108,F,0900AM,1250PM
3462,EUR,108,T,0130PM,0245PM
3463,EUR,108,T,1030AM,1145AM
3464,EUR,108,R,0130PM,0245PM
3465,SLN,2000,W,1200PM,0115PM
3466,SLN,2000,T,0900AM,1015AM
3467,SLN,2002,W,0130PM,0245PM
3468,DH,212,R,1200PM,0115PM
3469,SLN,2000,R,0430PM,0530PM
3470,WEB,ONLINE,W,0130PM,0245PM
3471,WEB,ONLINE,M,1200PM,0115PM
3472,SLN,2000,R,0600PM,0715PM
3473,SLN,2000,W,0130PM,0245PM
3474,SLN,2000,M,1200PM,0115PM
3475,SLN,2000,W,0300PM,0415PM
3476,SLN,2000,R,0130PM,0245PM
3477,SLN,3003,M,0900AM,1150AM
3478,SLN,3003,M,1200PM,0115PM
3479,SLN,3003,M,0130PM,0245PM
3480,SLN,3003,T,0900AM,1150AM
3481,DH,212,T,1200PM,0115PM
3482,EUR,106,R,0900AM,1015AM
3483,MRP,1014,R,1030AM,1145AM
3484,MRP,1014,M,1200PM,0115PM
3485,MRP,1014,W,1200PM,0115PM
3486,RVR,1015,W,0130PM,0245PM
3487,RVR,1015,R,0300PM,0415PM
3488,SLN,2000,R,0900AM,1150AM
3489,SLN,2000,M,0300PM,0415PM
3490,SLN,2000,M,0600PM,0715PM
3491,EUR,104,W,1200PM,0115PM
3492,MRP,1016,R,1200PM,0115PM
3493,EUR,108,M,0300PM,0550PM
3494,EUR,209,W,0300PM,0550PM
3495,DH,213,MW,0130PM,0245PM
3496,AMD,240,MW,0300PM,0415PM
3497,DH,213,TR,1030AM,1145AM
3498,DH,213,TR,1200PM,0115PM
3499,DH,213,TR,0730AM,0845AM
3500,AMD,308,TR,0430PM,0545PM
3501,DH,213,MW,0900AM,0950AM
3502,ARC,3009,MW,1100AM,1150AM
3503,TSC,1001,W,1000AM,1050AM
3504,DH,213,TR,0130PM,0245PM
3505,MRP,1002,MW,0130PM,0245PM
3506,DLN,1010,TR,0130PM,0245PM
3507,AMD,240,MW,1200PM,0115PM
3508,ARC,3009,MWF,0900AM,0950AM
3509,AMD,313,MW,1000AM,1050AM
3510,AMD,250,MW,0300PM,0415PM
3511,AMD,220,MW,0430PM,0545PM
3512,AMD,250,TR,0600PM,0715PM
3513,AMD,220,TR,0730PM,0845PM
3514,LIB,128,F,1000AM,1050AM
3515,AMD,314,R,0500PM,0550PM
3516,AMD,263,W,1100AM,1150AM
3517,AMD,250,MW,0130PM,0245PM
3518,AMD,313,MW,0300PM,0415PM
3519,AMD,250,TR,0900AM,1015AM
3520,AMD,313,TR,1030AM,1145AM
3521,AMD,250,TR,1200PM,0115PM
3522,AMD,313,TR,0130PM,0245PM
3523,AMD,262,MW,0600PM,0715PM
3524,AMD,220,MW,0730PM,0845PM
3525,MRP,2030,TR,0130PM,0245PM
3526,ARC,3009,TR,0130PM,0245PM
3527,DH,213,MW,0300PM,0415PM
3528,DH,213,W,0600PM,0850PM
3529,ARC,3009,TR,1030AM,1145AM
3530,AMD,250,TR,0130PM,0245PM
3531,ARC,3009,TR,1200PM,0115PM
3532,ARC,1007,MW,1100AM,1150AM
3533,DH,213,M,0600PM,0850PM
3534,ARC,3009,MW,1200PM,0115PM
3535,ARC,3009,MW,0130PM,0245PM
3536,ARC,3009,TR,0430PM,0545PM
3537,AMD,250,TR,0430PM,0545PM
3538,TAH,1025,TR,0130PM,0245PM
3539,MND,1022,MW,0130PM,0245PM
3540,DH,213,T,0600PM,0850PM
3541,AMD,250,MW,0430PM,0545PM
3542,TSC,1002,TR,0300PM,0415PM
3543,DLN,1010,TR,1030AM,1145AM
3544,DLN,1010,TR,1200PM,0115PM
3545,DLN,1010,M,0600PM,0850PM
3546,EUR,104,MW,0130PM,0245PM
3547,DH,213,MW,1200PM,0115PM
3548,WEB,ONLINE,F,1100AM,1150AM
3549,DH,213,MW,1100AM,1150AM
3550,DH,208,W,0600PM,0850PM
3551,DLN,1010,TR,0300PM,0415PM
3552,LIB,128,MW,1000AM,1050AM
3553,ARC,3009,MW,0300PM,0415PM
3554,LIB,128,TR,1030AM,1145AM
3555,LIB,128,TR,1200PM,0115PM
3556,ARC,3009,W,0600PM,0850PM
3557,DLN,1010,W,1100AM,1150AM
3558,DLN,1010,W,1100AM,1150AM
3559,AMD,250,M,0600PM,0850PM
3560,AMD,314,T,0600PM,0850PM
3561,ARC,3009,R,0600PM,0850PM
3562,LIB,128,W,0600PM,0850PM
3563,ARC,3009,M,0600PM,0850PM
3564,EUR,102,MTW,0900AM,0950AM
3565,MRP,2030,MTW,1000AM,1050AM
3566,MRP,1002,MTW,0300PM,0350PM
3567,SLN,2004,MTW,0900AM,0950AM
3568,MRP,2005,MTWR,1200PM,1250PM
3569,MRP,2030,TWR,0300PM,0350PM
3570,MRP,1002,TWR,1200PM,1250PM
3571,WEB,ONLINE,MW,0600PM,0750PM
3572,MRP,2005,MW,0130PM,0245PM
3573,EUR,103,MW,1200PM,0115PM
3574,AMD,263,MW,0130PM,0245PM
3575,ALP,227,MW,0400PM,0515PM
3576,MRP,2030,TR,1200PM,0115PM
3577,MRP,1002,TR,0430PM,0545PM
3578,AMD,263,TR,1030AM,1145AM
3579,MRP,2005,W,0600PM,0850PM
3580,MRP,2005,M,0600PM,0850PM
3581,BRH,104,MWF,0800AM,0850AM
3582,DH,105,MWF,0800AM,0850AM
3583,BRH,104,MWF,0900AM,0950AM
3584,SHS,254,MWF,0900AM,0950AM
3585,SHS,143,MWF,1000AM,1050AM
3586,BRH,101,MWF,1000AM,1050AM
3587,MRP,1000,MWF,1100AM,1150AM
3588,ALP,231,MWF,1100AM,1150AM
3589,SHS,143,MWF,1200PM,1250PM
3590,SHS,143,MWF,0100PM,0150PM
3591,ALP,218,MWF,0100PM,0150PM
3592,SHS,143,MWF,0200PM,0250PM
3593,RVR,1006,MWF,1200PM,1250PM
3594,ALP,153,TR,0730AM,0845AM
3595,SHS,143,TR,0900AM,1015AM
3596,SHS,143,TR,1030AM,1145AM
3597,SHS,143,TR,0130PM,0245PM
3598,ALP,153,MWF,1000AM,1050AM
3599,BRH,105,TR,0400PM,0515PM
3600,DLN,1004,MWF,1000AM,1050AM
3601,SHS,145,MWF,0900AM,0950AM
3602,SHS,145,MWF,1100AM,1150AM
3603,SHS,145,MWF,0100PM,0150PM
3604,SHS,145,TR,0130PM,0245PM
3605,SHS,145,MWF,1000AM,1050AM
3606,MRP,2030,MWF,1200PM,1250PM
3607,EUR,109,MWF,0100PM,0150PM
3608,SHS,250,T,0800AM,0850AM
3609,SHS,250,MWF,0800AM,0850AM
3610,SHS,250,MWF,0900AM,0950AM
3611,SHS,250,T,0900AM,0950AM
3612,SHS,250,T,1030AM,1120AM
3613,SHS,250,MWF,1000AM,1050AM
3614,BRH,115,MWF,1100AM,1150AM
3615,BRH,204,R,1030AM,1120AM
3616,ALP,153,R,0130PM,0220PM
3617,ALP,227,MWF,0100PM,0150PM
3618,SHS,250,MWF,0200PM,0250PM
3619,SHS,250,T,0130PM,0220PM
3620,SHS,240,MWF,1100AM,1150AM
3621,SQU,128,TR,1200PM,0115PM
3622,BRH,205,MWF,1200PM,1250PM
3623,SHS,254,MWF,1000AM,1050AM
3624,BRH,205,TR,1200PM,0115PM
3625,DH,209,W,1000AM,1050AM
3626,SHS,240,MW,0130PM,0245PM
3627,SHS,145,MW,0300PM,0415PM
3628,SQU,122,TR,1030AM,1145AM
3629,SHS,145,MWF,0800AM,0850AM
3630,HMB,202,R,0130PM,0245PM
3631,BRH,105,T,0130PM,0245PM
3632,WEB,ONLINE,MW,0300PM,0415PM
3633,MRP,1014,TR,0130PM,0245PM
3634,MRP,1014,TR,0600PM,0715PM
3635,WEB,ONLINE,TR,1030AM,1145AM
3636,MRP,1016,T,0600PM,0850PM
3637,MRP,1014,MW,0130PM,0245PM
3638,MRP,1014,MW,0400PM,0515PM
3639,WEB,ONLINE,TR,0900AM,1015AM
3640,MRP,1013,T,0300PM,0415PM
3641,WEB,ONLINE,F,0300PM,0550PM
3642,WEB,ONLINE,M,0600PM,0850PM
3643,MRP,1016,TR,1030AM,1145AM
3644,MRP,1016,TR,0900AM,1015AM
3645,WEB,ONLINE,MW,1200PM,0115PM
3646,WEB,ONLINE,MW,0800PM,0915PM
3647,MRP,1014,F,0300PM,0550PM
3648,WEB,ONLINE,MW,0130PM,0245PM
3649,MRP,1016,M,0600PM,0850PM
3650,EUR,108,T,0600PM,0850PM
3651,WEB,ONLINE,MW,0400PM,0515PM
3652,ALP,156,TR,0900AM,1015AM
3653,WEB,ONLINE,TR,0300PM,0415PM
3654,WEB,ONLINE,MW,0400PM,0515PM
3655,MRP,1016,M,0300PM,0550PM
3656,MRP,1016,R,0600PM,0850PM
3657,WEB,ONLINE,MW,0600PM,0715PM
3658,MND,4005,TR,0900AM,1015AM
3659,WEB,ONLINE,TR,1200PM,0115PM
3660,ALP,205,TR,1030AM,1145AM
3661,MRP,1016,F,0300PM,0550PM
3662,WEB,ONLINE,TR,0900AM,1015AM
3663,WEB,ONLINE,TR,1030AM,1145AM
3664,ALP,231,TR,0300PM,0415PM
3665,SHS,264,W,0600PM,0850PM
3666,WEB,ONLINE,MW,1200PM,0115PM
3667,MRP,1014,M,0600PM,0850PM
3668,MRP,1014,R,0300PM,0550PM
3669,WEB,ONLINE,R,0600PM,0850PM
3670,MRP,5002,T,1200PM,0250PM
3671,MRP,5002,W,0600PM,0850PM
3672,MRP,5002,T,0900AM,1150AM
3673,SLN,3008,T,0900AM,1150AM
3674,MRP,5002,M,0900AM,1150AM
3675,MRP,5002,T,0600PM,0850PM
3676,MRP,5002,W,0900AM,1150AM
3677,MRP,5002,W,1200PM,0250PM
3678,MRP,5002,R,1200PM,0250PM
3679,WEB,ONLINE,R,0600PM,0850PM
3680,SLN,3008,R,0900AM,1150AM
3681,WEB,ONLINE,F,0600PM,0850PM
3682,WEB,ONLINE,M,0300PM,0550PM
3683,SLN,3008,M,0300PM,0550PM
3684,MRP,5002,M,0300PM,0550PM
3685,WEB,ONLINE,W,0300PM,0550PM
3686,MRP,5002,M,1200PM,0250PM
3687,SLN,3008,M,1200PM,0250PM
3688,YSM,141,T,0300PM,0550PM
3689,MRP,5002,F,0900AM,1150AM
3690,MRP,1002,F,0900AM,1150AM
3691,MND,4005,F,1200PM,0150PM
3692,MND,1032,F,1200PM,0150PM
3693,MRP,5002,F,0200PM,0350PM
3694,ALP,205,T,0530PM,0820PM
3695,BNC,1029,T,0530PM,0820PM
3696,BNC,1029,W,0530PM,0820PM
3697,SHS,113,MW,1200PM,0115PM
3698,SHS,113,MWF,1100AM,1150AM
3699,SHS,240,MW,0300PM,0440PM
3700,SHS,113,MW,0130PM,0230PM
3701,SHS,113,TR,0130PM,0245PM
3702,SHS,249,MW,1200PM,0140PM
3703,SHS,300,T,0900AM,1040AM
3704,SHS,300,R,0900AM,1040AM
3705,SHS,300,M,0900AM,1040AM
3706,SHS,300,W,0900AM,1040AM
3707,SHS,101,T,1100AM,1240PM
3708,SHS,101,R,1100AM,1240PM
3709,SHS,132,TR,1000AM,1140AM
3710,SHS,249,TR,0300PM,0440PM
3711,STH,1,MW,0300PM,0440PM
3712,SHS,249,T,0100PM,0240PM
3713,SHS,249,R,0100PM,0240PM
3714,SHS,101,TR,0300PM,0415PM
3715,SHS,113,T,0600PM,0850PM
3716,SHS,113,T,0300PM,0550PM
3717,SHS,113,M,0600PM,0850PM
3718,SHS,300,M,1200PM,0140PM
3719,SHS,300,W,1200PM,0140PM
3720,DLN,1010,W,0530PM,0830PM
3721,SHS,240,TR,0900AM,1015AM
3722,DLN,1010,T,0530PM,0820PM
3723,SHS,249,W,0200PM,0450PM
3724,DH,213,TR,0900AM,1015AM
3725,AMD,309,TR,1030AM,1145AM
3726,AMD,262,MW,0300PM,0415PM
3727,AMD,240,MW,0130PM,0245PM
3728,AMD,313,MW,1200PM,0115PM
3729,BRH,218,MW,0300PM,0415PM
3730,WEB,ONLINE,TR,1030AM,1145AM
3731,WEB,ONLINE,TR,1030AM,1145AM
3732,DH,209,MW,1200PM,0115PM
3733,DH,209,TR,0730AM,0845AM
3734,AMD,314,MW,0900AM,0950AM
3735,WEB,ONLINE,MW,1000AM,1050AM
3736,DH,108,TR,0300PM,0415PM
3737,AMD,220,TR,0900AM,1015AM
3738,ARC,1007,M,0530PM,0820PM
3739,MND,1024,TR,0130PM,0245PM
3740,MND,1003,M,0600PM,0850PM
