building,code,room,days,start,end
Brighton Hall,BRH,115,R,900,950
Brighton Hall,BRH,201,MWF,1400,1450
Brighton Hall,BRH,115,T,1330,1420
Brighton Hall,BRH,105,MWF,1200,1250
Brighton Hall,BRH,105,T,1200,1250
Brighton Hall,BRH,115,MWF,1200,1250
Brighton Hall,BRH,105,R,1200,1250
Brighton Hall,BRH,201,MWF,800,850
Brighton Hall,BRH,201,R,800,850
Brighton Hall,BRH,201,R,900,950
Brighton Hall,BRH,201,MWF,900,950
Brighton Hall,BRH,201,R,1030,1120
Brighton Hall,BRH,201,MWF,1000,1050
Brighton Hall,BRH,201,T,1030,1120
Brighton Hall,BRH,201,MWF,1100,1150
Brighton Hall,BRH,201,MWF,1200,1250
Brighton Hall,BRH,209,R,1200,1250
Brighton Hall,BRH,115,TR,1600,1715
Brighton Hall,BRH,205,MWF,1100,1150
Brighton Hall,BRH,203,MWF,1300,1350
Brighton Hall,BRH,201,TR,1330,1445
Brighton Hall,BRH,113,TR,1330,1445
Brighton Hall,BRH,203,MWF,1000,1050
Brighton Hall,BRH,201,TR,1200,1315
Brighton Hall,BRH,109,MWF,1300,1350
Brighton Hall,BRH,201,MWF,1300,1350
Brighton Hall,BRH,113,TR,1030,1145
Brighton Hall,BRH,113,TR,1200,1315
Brighton Hall,BRH,203,MWF,900,950
Brighton Hall,BRH,101,W,1200,1315
Brighton Hall,BRH,201,MW,1600,1715
Brighton Hall,BRH,113,TR,1600,1715
Brighton Hall,BRH,105,W,1500,1550
Brighton Hall,BRH,113,MW,1500,1615
Brighton Hall,BRH,203,M,1700,1850
Brighton Hall,BRH,114,TR,1800,1915
Brighton Hall,BRH,110,MW,1500,1615
Brighton Hall,BRH,114,MW,1630,1745
Brighton Hall,BRH,202,MW,1630,1745
Brighton Hall,BRH,202,MW,1800,1915
Brighton Hall,BRH,202,MW,1500,1615
Brighton Hall,BRH,110,R,1800,2050
Brighton Hall,BRH,104,M,1800,2050
Brighton Hall,BRH,115,TR,1200,1315
Brighton Hall,BRH,101,MW,1500,1615
Brighton Hall,BRH,104,MWF,800,850
Brighton Hall,BRH,104,MWF,900,950
Brighton Hall,BRH,101,MWF,1000,1050
Brighton Hall,BRH,105,TR,1600,1715
Brighton Hall,BRH,115,MWF,1100,1150
Brighton Hall,BRH,204,R,1030,1120
Brighton Hall,BRH,205,MWF,1200,1250
Brighton Hall,BRH,205,TR,1200,1315
Brighton Hall,BRH,105,T,1330,1445
Brighton Hall,BRH,218,MW,1500,1615
Calaveras Hall,CLV,145,TR,1730,1845
Calaveras Hall,CLV,145,TR,1030,1145
Calaveras Hall,CLV,145,MWF,1000,1050
Calaveras Hall,CLV,145,MW,1200,1315
Calaveras Hall,CLV,145,TR,900,1015
Calaveras Hall,CLV,145,TR,1200,1315
Calaveras Hall,CLV,145,TR,1330,1445
Calaveras Hall,CLV,145,TR,1500,1615
Calaveras Hall,CLV,145,MW,1330,1445
Calaveras Hall,CLV,145,MW,1500,1615
Calaveras Hall,CLV,145,MWF,1100,1150
Calaveras Hall,CLV,141,TR,900,1015
Calaveras Hall,CLV,141,W,1200,1315
Calaveras Hall,CLV,141,T,1200,1315
Calaveras Hall,CLV,135,T,1200,1315
Calaveras Hall,CLV,123,TR,900,1015
Calaveras Hall,CLV,123,TR,1330,1445
Calaveras Hall,CLV,123,MW,1330,1445
Calaveras Hall,CLV,141,TR,1030,1145
Calaveras Hall,CLV,123,TR,1330,1445
Calaveras Hall,CLV,135,MWF,800,850
Calaveras Hall,CLV,135,TR,1500,1615
Calaveras Hall,CLV,135,TR,900,1015
Calaveras Hall,CLV,135,MWF,900,950
Calaveras Hall,CLV,135,MW,1330,1445
Calaveras Hall,CLV,135,MW,1200,1315
Calaveras Hall,CLV,135,MW,1500,1615
Calaveras Hall,CLV,134,MW,1500,1615
Calaveras Hall,CLV,135,MW,1630,1745
Calaveras Hall,CLV,134,MW,1200,1315
Calaveras Hall,CLV,135,TR,1800,1915
Calaveras Hall,CLV,134,TR,1200,1315
Calaveras Hall,CLV,134,MW,1630,1745
Calaveras Hall,CLV,123,MW,1200,1315
Calaveras Hall,CLV,123,MW,1200,1315
Calaveras Hall,CLV,141,TR,1330,1445
Calaveras Hall,CLV,134,TR,1330,1420
Calaveras Hall,CLV,123,T,1030,1120
Calaveras Hall,CLV,123,R,1030,1120
Calaveras Hall,CLV,141,R,1630,1920
Calaveras Hall,CLV,141,M,1200,1315
Calaveras Hall,CLV,141,MW,1330,1445
Calaveras Hall,CLV,141,MW,1500,1615
Capistrano Hall,CPS,327,W,1330,1445
Capistrano Hall,CPS,327,TR,1200,1315
Capistrano Hall,CPS,327,TR,1030,1145
Capistrano Hall,CPS,327,TR,1500,1615
Capistrano Hall,CPS,327,TR,1400,1450
Capistrano Hall,CPS,327,TR,900,1015
Capistrano Hall,CPS,301,F,900,1050
Capistrano Hall,CPS,309,F,1000,1050
Capistrano Hall,CPS,205,MW,1000,1050
Capistrano Hall,CPS,209,MW,800,850
Capistrano Hall,CPS,309,F,800,850
Capistrano Hall,CPS,151,TR,900,1015
Capistrano Hall,CPS,151,TR,1200,1315
Capistrano Hall,CPS,209,TR,1030,1145
Capistrano Hall,CPS,209,TR,900,1015
Capistrano Hall,CPS,227,TR,900,1015
Capistrano Hall,CPS,209,MWF,1100,1150
Capistrano Hall,CPS,209,MWF,1000,1050
Capistrano Hall,CPS,223,MWF,1100,1150
Capistrano Hall,CPS,227,MWF,1000,1050
Capistrano Hall,CPS,205,MWF,1100,1150
Capistrano Hall,CPS,205,MWF,900,950
Capistrano Hall,CPS,223,TR,1200,1315
Capistrano Hall,CPS,223,TR,900,1015
Capistrano Hall,CPS,205,TR,900,1015
Capistrano Hall,CPS,223,TR,1030,1145
Capistrano Hall,CPS,205,TR,1200,1315
Capistrano Hall,CPS,205,TR,1030,1145
Capistrano Hall,CPS,309,MW,800,850
Capistrano Hall,CPS,311,MW,800,850
Capistrano Hall,CPS,309,MW,900,950
Capistrano Hall,CPS,311,MW,900,950
Capistrano Hall,CPS,311,MW,1000,1050
Capistrano Hall,CPS,309,MW,1000,1050
Capistrano Hall,CPS,319,TR,1030,1120
Capistrano Hall,CPS,143,TR,800,850
Capistrano Hall,CPS,227,MW,1530,1620
Capistrano Hall,CPS,321,MW,1000,1050
Capistrano Hall,CPS,303,TR,1100,1150
Capistrano Hall,CPS,223,R,1500,1615
Capistrano Hall,CPS,223,MW,1630,1750
Capistrano Hall,CPS,227,F,1100,1150
Capistrano Hall,CPS,227,F,1150,1340
Capistrano Hall,CPS,227,TR,1030,1145
Capistrano Hall,CPS,223,MWF,1000,1050
Capistrano Hall,CPS,223,MW,1200,1315
Capistrano Hall,CPS,143,MWF,1330,1445
Capistrano Hall,CPS,151,TR,1500,1650
Capistrano Hall,CPS,143,MWF,1530,1750
Capistrano Hall,CPS,143,TR,1630,1800
Capistrano Hall,CPS,143,TR,1330,1445
Capistrano Hall,CPS,151,T,1800,2030
Capistrano Hall,CPS,143,MWF,1200,1315
Capistrano Hall,CPS,142A,TR,1330,1445
Capistrano Hall,CPS,142A,TR,1500,1620
Capistrano Hall,CPS,303,F,1330,1445
Capistrano Hall,CPS,142A,MW,1330,1445
Capistrano Hall,CPS,303,F,1500,1615
Capistrano Hall,CPS,142A,MW,1500,1615
Capistrano Hall,CPS,209,MW,1500,1620
Capistrano Hall,CPS,321,W,1500,1620
Capistrano Hall,CPS,319,M,1330,1445
Capistrano Hall,CPS,321,M,1800,1930
Capistrano Hall,CPS,319,M,1800,1930
Capistrano Hall,CPS,209,T,1500,1615
Capistrano Hall,CPS,143,MW,900,950
Capistrano Hall,CPS,143,TR,1030,1120
Capistrano Hall,CPS,227,MW,1630,1750
Capistrano Hall,CPS,227,MW,1100,1150
Capistrano Hall,CPS,142A,W,1200,1300
Capistrano Hall,CPS,151,M,1400,1550
Capistrano Hall,CPS,151,W,1400,1550
Capistrano Hall,CPS,319,T,1500,1615
Capistrano Hall,CPS,151,M,1200,1315
Capistrano Hall,CPS,303,W,1700,1820
Capistrano Hall,CPS,227,TR,1330,1445
Capistrano Hall,CPS,209,MWF,900,950
Capistrano Hall,CPS,319,R,1500,1615
Capistrano Hall,CPS,209,W,1800,2030
Capistrano Hall,CPS,209,M,1800,2030
Douglass Hall,DH,212,MW,730,845
Douglass Hall,DH,106,TR,900,950
Douglass Hall,DH,208,R,1500,1615
Douglass Hall,DH,212,MW,900,1015
Douglass Hall,DH,212,TR,1330,1445
Douglass Hall,DH,212,MW,1200,1315
Douglass Hall,DH,212,TR,1500,1615
Douglass Hall,DH,209,T,1030,1145
Douglass Hall,DH,212,MW,1330,1445
Douglass Hall,DH,213,TR,1500,1615
Douglass Hall,DH,208,TR,900,1015
Douglass Hall,DH,107,TR,1030,1145
Douglass Hall,DH,209,R,900,1015
Douglass Hall,DH,206,T,1030,1145
Douglass Hall,DH,111,M,1630,1720
Douglass Hall,DH,111,MW,1200,1315
Douglass Hall,DH,111,MW,1330,1445
Douglass Hall,DH,111,MW,1500,1615
Douglass Hall,DH,109,MW,1800,1915
Douglass Hall,DH,111,MWF,800,850
Douglass Hall,DH,109,MWF,800,850
Douglass Hall,DH,108,MWF,900,950
Douglass Hall,DH,109,MWF,900,950
Douglass Hall,DH,111,MWF,1000,1050
Douglass Hall,DH,108,MWF,800,850
Douglass Hall,DH,214,MWF,800,850
Douglass Hall,DH,109,TR,730,845
Douglass Hall,DH,111,TR,900,1015
Douglass Hall,DH,109,TR,900,1015
Douglass Hall,DH,111,TR,1030,1145
Douglass Hall,DH,109,TR,1030,1145
Douglass Hall,DH,111,TR,1200,1315
Douglass Hall,DH,111,TR,1330,1445
Douglass Hall,DH,109,TR,1330,1445
Douglass Hall,DH,109,TR,1500,1615
Douglass Hall,DH,106,TR,1630,1745
Douglass Hall,DH,106,MWF,900,950
Douglass Hall,DH,109,TR,1630,1745
Douglass Hall,DH,109,TR,1800,1915
Douglass Hall,DH,111,TR,1500,1615
Douglass Hall,DH,106,MWF,1100,1150
Douglass Hall,DH,106,MWF,1000,1050
Douglass Hall,DH,214,TR,1200,1315
Douglass Hall,DH,214,TR,1500,1615
Douglass Hall,DH,111,TR,1630,1745
Douglass Hall,DH,214,MW,1200,1315
Douglass Hall,DH,108,MW,1500,1615
Douglass Hall,DH,109,MW,1500,1615
Douglass Hall,DH,106,MW,1630,1745
Douglass Hall,DH,206,MW,1630,1745
Douglass Hall,DH,214,MW,1800,1915
Douglass Hall,DH,109,MW,1200,1315
Douglass Hall,DH,109,MW,1330,1445
Douglass Hall,DH,109,MW,1630,1745
Douglass Hall,DH,214,TR,900,1015
Douglass Hall,DH,214,MW,1330,1445
Douglass Hall,DH,106,TR,1330,1445
Douglass Hall,DH,109,TR,1200,1315
Douglass Hall,DH,206,TR,1200,1315
Douglass Hall,DH,108,T,1830,2120
Douglass Hall,DH,209,TR,1330,1415
Douglass Hall,DH,108,MW,1330,1445
Douglass Hall,DH,209,MW,1500,1615
Douglass Hall,DH,106,MW,800,850
Douglass Hall,DH,214,TR,1030,1145
Douglass Hall,DH,108,TR,1330,1445
Douglass Hall,DH,206,TR,1630,1745
Douglass Hall,DH,106,MW,1500,1615
Douglass Hall,DH,209,TR,1800,1915
Douglass Hall,DH,209,MW,1630,1745
Douglass Hall,DH,209,MW,1330,1445
Douglass Hall,DH,108,TR,1200,1315
Douglass Hall,DH,109,MWF,1000,1050
Douglass Hall,DH,209,TR,1500,1615
Douglass Hall,DH,206,TR,1330,1445
Douglass Hall,DH,106,TR,1500,1615
Douglass Hall,DH,214,MW,1630,1745
Douglass Hall,DH,111,M,1830,2120
Douglass Hall,DH,209,MW,1630,1745
Douglass Hall,DH,109,MWF,1000,1050
Douglass Hall,DH,111,W,1830,2120
Douglass Hall,DH,111,T,1830,2120
Douglass Hall,DH,106,TR,1030,1145
Douglass Hall,DH,107,MWF,1100,1150
Douglass Hall,DH,107,MWF,1200,1250
Douglass Hall,DH,107,MWF,1300,1350
Douglass Hall,DH,107,MWF,900,950
Douglass Hall,DH,208,MWF,1100,1150
Douglass Hall,DH,107,MWF,1000,1050
Douglass Hall,DH,107,MWF,1400,1445
Douglass Hall,DH,107,TR,1200,1315
Douglass Hall,DH,107,MWF,1500,1550
Douglass Hall,DH,107,W,1600,1850
Douglass Hall,DH,107,TR,1500,1615
Douglass Hall,DH,108,TR,1030,1120
Douglass Hall,DH,212,MW,1500,1615
Douglass Hall,DH,208,T,1500,1745
Douglass Hall,DH,107,T,1630,1745
Douglass Hall,DH,108,MW,1200,1315
Douglass Hall,DH,206,TR,900,1015
Douglass Hall,DH,209,T,900,950
Douglass Hall,DH,107,TR,1330,1445
Douglass Hall,DH,110,MW,730,845
Douglass Hall,DH,111,MWF,900,950
Douglass Hall,DH,105,MWF,1000,1050
Douglass Hall,DH,206,MWF,1100,1150
Douglass Hall,DH,213,MWF,1000,1050
Douglass Hall,DH,105,MWF,900,950
Douglass Hall,DH,108,TR,900,1015
Douglass Hall,DH,214,R,1330,1420
Douglass Hall,DH,106,T,1200,1250
Douglass Hall,DH,209,R,1030,1120
Douglass Hall,DH,209,MWF,1100,1150
Douglass Hall,DH,208,TR,1330,1445
Douglass Hall,DH,214,T,1330,1420
Douglass Hall,DH,110,MWF,1100,1150
Douglass Hall,DH,110,MW,900,950
Douglass Hall,DH,110,MW,1500,1615
Douglass Hall,DH,110,MW,1000,1050
Douglass Hall,DH,208,MW,1330,1445
Douglass Hall,DH,110,TR,900,1015
Douglass Hall,DH,208,MWF,900,950
Douglass Hall,DH,208,MWF,1000,1050
Douglass Hall,DH,110,TR,1630,1745
Douglass Hall,DH,110,TR,1200,1315
Douglass Hall,DH,110,TR,1500,1615
Douglass Hall,DH,110,TR,1030,1145
Douglass Hall,DH,208,T,1030,1145
Douglass Hall,DH,208,R,1030,1145
Douglass Hall,DH,110,MW,1330,1445
Douglass Hall,DH,110,MW,1200,1315
Douglass Hall,DH,105,TR,1030,1145
Douglass Hall,DH,105,TR,1730,1845
Douglass Hall,DH,105,MW,1330,1445
Douglass Hall,DH,105,MW,1200,1315
Douglass Hall,DH,105,TR,1500,1615
Douglass Hall,DH,105,MW,1730,1845
Douglass Hall,DH,206,R,1030,1145
Douglass Hall,DH,212,R,1200,1315
Douglass Hall,DH,212,T,1200,1315
Douglass Hall,DH,213,MW,1330,1445
Douglass Hall,DH,213,TR,1030,1145
Douglass Hall,DH,213,TR,1200,1315
Douglass Hall,DH,213,TR,730,845
Douglass Hall,DH,213,MW,900,950
Douglass Hall,DH,213,TR,1330,1445
Douglass Hall,DH,213,MW,1500,1615
Douglass Hall,DH,213,W,1800,2050
Douglass Hall,DH,213,M,1800,2050
Douglass Hall,DH,213,T,1800,2050
Douglass Hall,DH,213,MW,1200,1315
Douglass Hall,DH,213,MW,1100,1150
Douglass Hall,DH,208,W,1800,2050
Douglass Hall,DH,105,MWF,800,850
Douglass Hall,DH,209,W,1000,1050
Douglass Hall,DH,213,TR,900,1015
Douglass Hall,DH,209,MW,1200,1315
Douglass Hall,DH,209,TR,730,845
Douglass Hall,DH,108,TR,1500,1615
Del Norte Hall,DLN,2012,MW,900,1015
Del Norte Hall,DLN,2012,MW,1030,1145
Del Norte Hall,DLN,2012,MW,1200,1315
Del Norte Hall,DLN,2012,MW,1500,1615
Del Norte Hall,DLN,2012,MW,1630,1745
Del Norte Hall,DLN,2012,TR,900,1015
Del Norte Hall,DLN,2012,TR,1030,1145
Del Norte Hall,DLN,2012,TR,1200,1315
Del Norte Hall,DLN,2012,TR,1330,1445
Del Norte Hall,DLN,2012,TR,1500,1615
Del Norte Hall,DLN,2012,F,900,1150
Del Norte Hall,DLN,2012,F,1300,1550
Del Norte Hall,DLN,1010,W,1300,1550
Del Norte Hall,DLN,1010,F,1300,1550
Del Norte Hall,DLN,1004,TR,730,845
Del Norte Hall,DLN,1004,MWF,1100,1150
Del Norte Hall,DLN,1004,M,1200,1250
Del Norte Hall,DLN,1004,TR,1330,1445
Del Norte Hall,DLN,1004,TR,1500,1615
Del Norte Hall,DLN,1004,MWF,900,950
Del Norte Hall,DLN,1004,TR,900,1015
Del Norte Hall,DLN,1010,TR,800,950
Del Norte Hall,DLN,1004,TR,1030,1145
Del Norte Hall,DLN,1004,MW,1600,1715
Del Norte Hall,DLN,1004,MW,1330,1445
Del Norte Hall,DLN,1010,MWF,1200,1250
Del Norte Hall,DLN,1004,MWF,800,850
Del Norte Hall,DLN,1004,TR,1200,1315
Del Norte Hall,DLN,1004,F,1300,1450
Del Norte Hall,DLN,1004,F,1300,1450
Del Norte Hall,DLN,1004,F,1300,1450
Del Norte Hall,DLN,1004,F,1300,1450
Del Norte Hall,DLN,1004,F,1300,1450
Del Norte Hall,DLN,1004,F,1300,1450
Del Norte Hall,DLN,1004,F,1300,1450
Del Norte Hall,DLN,1010,TR,1330,1445
Del Norte Hall,DLN,1010,TR,1030,1145
Del Norte Hall,DLN,1010,TR,1200,1315
Del Norte Hall,DLN,1010,M,1800,2050
Del Norte Hall,DLN,1010,TR,1500,1615
Del Norte Hall,DLN,1010,W,1100,1150
Del Norte Hall,DLN,1010,W,1100,1150
Del Norte Hall,DLN,1004,MWF,1000,1050
Del Norte Hall,DLN,1010,W,1730,2030
Del Norte Hall,DLN,1010,T,1730,2020
Eureka Hall,EUR,107,MW,1630,1745
Eureka Hall,EUR,107,MW,1500,1615
Eureka Hall,EUR,107,TR,1330,1445
Eureka Hall,EUR,107,TR,1500,1615
Eureka Hall,EUR,112,W,1500,1615
Eureka Hall,EUR,104,T,1200,1315
Eureka Hall,EUR,209,MW,1330,1445
Eureka Hall,EUR,115,T,900,1015
Eureka Hall,EUR,101,MWF,1200,1250
Eureka Hall,EUR,112,M,1630,1745
Eureka Hall,EUR,112,T,1630,1745
Eureka Hall,EUR,115,R,1330,1445
Eureka Hall,EUR,106,T,1200,1315
Eureka Hall,EUR,111,TR,1100,1150
Eureka Hall,EUR,111,MW,900,950
Eureka Hall,EUR,115,R,1030,1145
Eureka Hall,EUR,223,M,1500,1615
Eureka Hall,EUR,211,T,1200,1315
Eureka Hall,EUR,320,R,1500,1615
Eureka Hall,EUR,107,W,1000,1100
Eureka Hall,EUR,111,TR,900,1050
Eureka Hall,EUR,223,R,900,1015
Eureka Hall,EUR,209,TR,1200,1350
Eureka Hall,EUR,209,W,1000,1250
Eureka Hall,EUR,111,W,1630,1745
Eureka Hall,EUR,111,MW,1500,1615
Eureka Hall,EUR,104,M,1200,1315
Eureka Hall,EUR,209,R,1030,1145
Eureka Hall,EUR,111,M,1730,1845
Eureka Hall,EUR,111,T,1500,1615
Eureka Hall,EUR,106,R,1030,1145
Eureka Hall,EUR,111,MW,1330,1445
Eureka Hall,EUR,115,TR,1200,1315
Eureka Hall,EUR,101,F,1330,1445
Eureka Hall,EUR,223,T,1200,1315
Eureka Hall,EUR,102,T,1600,1715
Eureka Hall,EUR,215,TR,1030,1145
Eureka Hall,EUR,309,M,1200,1315
Eureka Hall,EUR,104,T,1500,1615
Eureka Hall,EUR,115,M,900,1015
Eureka Hall,EUR,105,T,1500,1615
Eureka Hall,EUR,104,T,1030,1145
Eureka Hall,EUR,115,T,1500,1615
Eureka Hall,EUR,104,R,1330,1445
Eureka Hall,EUR,315,M,1730,1920
Eureka Hall,EUR,329,W,1730,1920
Eureka Hall,EUR,309,M,1400,1450
Eureka Hall,EUR,315,M,1300,1350
Eureka Hall,EUR,113,W,1730,2020
Eureka Hall,EUR,103,TR,1200,1315
Eureka Hall,EUR,104,R,1200,1315
Eureka Hall,EUR,114,MW,1730,1845
Eureka Hall,EUR,114,MW,1500,1615
Eureka Hall,EUR,104,T,1330,1445
Eureka Hall,EUR,109,TR,1330,1445
Eureka Hall,EUR,109,TR,1330,1445
Eureka Hall,EUR,109,TR,1330,1445
Eureka Hall,EUR,109,T,1200,1315
Eureka Hall,EUR,102,MW,1100,1150
Eureka Hall,EUR,109,TR,1500,1550
Eureka Hall,EUR,109,MW,1400,1450
Eureka Hall,EUR,113,M,1600,1850
Eureka Hall,EUR,102,W,1600,1850
Eureka Hall,EUR,113,MW,1330,1445
Eureka Hall,EUR,104,TR,900,1015
Eureka Hall,EUR,106,TR,1400,1515
Eureka Hall,EUR,114,MW,1730,1845
Eureka Hall,EUR,101,TR,1030,1145
Eureka Hall,EUR,113,TR,1330,1445
Eureka Hall,EUR,113,TR,1800,1915
Eureka Hall,EUR,307G,MW,900,1050
Eureka Hall,EUR,307G,MW,1200,1350
Eureka Hall,EUR,307G,T,900,1050
Eureka Hall,EUR,307G,R,900,1050
Eureka Hall,EUR,307G,M,1630,1820
Eureka Hall,EUR,307G,M,1830,2020
Eureka Hall,EUR,309,TR,900,1050
Eureka Hall,EUR,309,TR,1200,1350
Eureka Hall,EUR,101,M,1300,1550
Eureka Hall,EUR,309,W,1600,1850
Eureka Hall,EUR,101,W,1900,2150
Eureka Hall,EUR,106,M,1300,1550
Eureka Hall,EUR,101,R,1300,1550
Eureka Hall,EUR,106,M,1600,1850
Eureka Hall,EUR,106,W,1600,1850
Eureka Hall,EUR,423,M,1300,1550
Eureka Hall,EUR,413C,M,1300,1550
Eureka Hall,EUR,413C,W,1900,2150
Eureka Hall,EUR,423,W,1900,2150
Eureka Hall,EUR,423,W,1300,1550
Eureka Hall,EUR,309,W,1300,1550
Eureka Hall,EUR,320,M,900,1150
Eureka Hall,EUR,106,T,1900,2150
Eureka Hall,EUR,115,W,1300,1550
Eureka Hall,EUR,415,M,1300,1550
Eureka Hall,EUR,115,M,1900,2150
Eureka Hall,EUR,413C,M,1600,1750
Eureka Hall,EUR,413C,T,1700,1850
Eureka Hall,EUR,106,T,1600,1850
Eureka Hall,EUR,106,T,900,1150
Eureka Hall,EUR,101,M,1900,2150
Eureka Hall,EUR,106,R,1600,1850
Eureka Hall,EUR,101,W,900,1150
Eureka Hall,EUR,320,W,1600,1850
Eureka Hall,EUR,320,T,1600,1850
Eureka Hall,EUR,309,T,1600,1850
Eureka Hall,EUR,415,M,900,1050
Eureka Hall,EUR,425,M,900,1050
Eureka Hall,EUR,415,M,1600,1750
Eureka Hall,EUR,425,M,1600,1750
Eureka Hall,EUR,415,W,1300,1450
Eureka Hall,EUR,425,W,1300,1450
Eureka Hall,EUR,425,W,1700,1850
Eureka Hall,EUR,415,W,1700,1850
Eureka Hall,EUR,415,T,1700,1850
Eureka Hall,EUR,413C,T,1900,2050
Eureka Hall,EUR,415,W,1900,2050
Eureka Hall,EUR,415,T,1400,1550
Eureka Hall,EUR,413C,M,1900,2050
Eureka Hall,EUR,309,M,1600,1750
Eureka Hall,EUR,413C,R,1900,2050
Eureka Hall,EUR,315,F,1730,2130
Eureka Hall,EUR,315,S,800,1730
Eureka Hall,EUR,315,S,800,1730
Eureka Hall,EUR,315,F,1730,2130
Eureka Hall,EUR,315,S,800,1730
Eureka Hall,EUR,315,F,1730,2130
Eureka Hall,EUR,309,F,1730,2130
Eureka Hall,EUR,309,S,800,1730
Eureka Hall,EUR,309,F,1730,2130
Eureka Hall,EUR,309,F,1730,2130
Eureka Hall,EUR,309,S,800,1730
Eureka Hall,EUR,309,S,800,1730
Eureka Hall,EUR,103,S,800,1730
Eureka Hall,EUR,103,F,1730,2130
Eureka Hall,EUR,103,S,800,1730
Eureka Hall,EUR,103,S,800,1730
Eureka Hall,EUR,103,F,1730,2130
Eureka Hall,EUR,103,F,1730,2130
Eureka Hall,EUR,103,S,800,1730
Eureka Hall,EUR,103,F,1730,2130
Eureka Hall,EUR,103,F,1730,2130
Eureka Hall,EUR,103,S,800,1730
Eureka Hall,EUR,103,F,1730,2130
Eureka Hall,EUR,103,S,800,1730
Eureka Hall,EUR,320,S,800,1730
Eureka Hall,EUR,320,F,1730,2130
Eureka Hall,EUR,320,F,1730,2130
Eureka Hall,EUR,320,S,800,1730
Eureka Hall,EUR,320,F,1730,2130
Eureka Hall,EUR,320,S,800,1730
Eureka Hall,EUR,102,F,1730,2130
Eureka Hall,EUR,102,S,800,1730
Eureka Hall,EUR,102,S,800,1730
Eureka Hall,EUR,102,F,1730,2130
Eureka Hall,EUR,102,F,1730,2130
Eureka Hall,EUR,102,S,800,1730
Eureka Hall,EUR,320,S,800,1730
Eureka Hall,EUR,320,F,1730,2130
Eureka Hall,EUR,320,S,800,1730
Eureka Hall,EUR,320,F,1730,2130
Eureka Hall,EUR,320,S,800,1730
Eureka Hall,EUR,320,F,1730,2130
Eureka Hall,EUR,113,F,1800,2200
Eureka Hall,EUR,313E,M,1600,1850
Eureka Hall,EUR,108,R,1630,1920
Eureka Hall,EUR,313E,M,1900,2150
Eureka Hall,EUR,112,T,1030,1145
Eureka Hall,EUR,112,R,1030,1145
Eureka Hall,EUR,313E,W,900,1015
Eureka Hall,EUR,313E,M,900,1015
Eureka Hall,EUR,313E,MW,1030,1145
Eureka Hall,EUR,313E,MW,1330,1445
Eureka Hall,EUR,112,MW,900,1015
Eureka Hall,EUR,313E,MW,1200,1315
Eureka Hall,EUR,315,T,1200,1315
Eureka Hall,EUR,307G,TR,1330,1445
Eureka Hall,EUR,223,T,1600,1850
Eureka Hall,EUR,315,R,1030,1145
Eureka Hall,EUR,320,R,1200,1315
Eureka Hall,EUR,315,T,900,1015
Eureka Hall,EUR,313E,TR,1030,1145
Eureka Hall,EUR,223,TR,1330,1445
Eureka Hall,EUR,112,MW,1330,1445
Eureka Hall,EUR,313E,T,900,1015
Eureka Hall,EUR,313E,R,900,1015
Eureka Hall,EUR,111,TR,1200,1315
Eureka Hall,EUR,313E,TR,1500,1615
Eureka Hall,EUR,313E,TR,1330,1445
Eureka Hall,EUR,112,M,1500,1615
Eureka Hall,EUR,111,R,1330,1445
Eureka Hall,EUR,112,M,1200,1315
Eureka Hall,EUR,112,TR,1200,1315
Eureka Hall,EUR,112,TR,1330,1445
Eureka Hall,EUR,112,TR,900,1015
Eureka Hall,EUR,315,T,1600,1850
Eureka Hall,EUR,215,TR,1200,1315
Eureka Hall,EUR,115,T,1030,1145
Eureka Hall,EUR,105,T,1030,1145
Eureka Hall,EUR,101,W,1600,1850
Eureka Hall,EUR,105,MW,1200,1315
Eureka Hall,EUR,415,TR,1200,1315
Eureka Hall,EUR,105,TR,1330,1445
Eureka Hall,EUR,211,M,1630,1920
Eureka Hall,EUR,329,M,1700,1950
Eureka Hall,EUR,113,TR,1500,1615
Eureka Hall,EUR,113,M,1030,1145
Eureka Hall,EUR,113,MW,900,950
Eureka Hall,EUR,309,R,1500,1615
Eureka Hall,EUR,111,T,1330,1445
Eureka Hall,EUR,413C,TR,1030,1140
Eureka Hall,EUR,413C,TR,1500,1615
Eureka Hall,EUR,114,MW,1500,1615
Eureka Hall,EUR,309,M,900,950
Eureka Hall,EUR,309,M,1000,1050
Eureka Hall,EUR,309,M,1100,1150
Eureka Hall,EUR,309,M,1500,1550
Eureka Hall,EUR,320,T,1000,1050
Eureka Hall,EUR,413C,TR,1330,1445
Eureka Hall,EUR,113,T,1030,1145
Eureka Hall,EUR,113,TR,1200,1315
Eureka Hall,EUR,113,MW,730,845
Eureka Hall,EUR,105,T,900,1015
Eureka Hall,EUR,415,T,900,1150
Eureka Hall,EUR,415,T,900,1150
Eureka Hall,EUR,415,T,900,1150
Eureka Hall,EUR,309,W,900,1150
Eureka Hall,EUR,104,W,900,1150
Eureka Hall,EUR,413C,W,1300,1550
Eureka Hall,EUR,105,M,900,1150
Eureka Hall,EUR,101,M,1600,1850
Eureka Hall,EUR,109,M,1600,1715
Eureka Hall,EUR,108,W,1600,1715
Eureka Hall,EUR,102,MTWR,1500,1550
Eureka Hall,EUR,103,TR,1330,1420
Eureka Hall,EUR,103,MW,1400,1450
Eureka Hall,EUR,102,MW,1000,1050
Eureka Hall,EUR,102,TR,1030,1145
