building,code,room,days,start,end
Eureka Hall,EUR,102,MW,1400,1450
Eureka Hall,EUR,102,TR,1330,1445
Eureka Hall,EUR,102,MTWR,800,850
Eureka Hall,EUR,103,MTWR,900,950
Eureka Hall,EUR,102,MW,1200,1315
Eureka Hall,EUR,105,TR,1200,1250
Eureka Hall,EUR,109,TR,900,1015
Eureka Hall,EUR,114,MW,800,850
Eureka Hall,EUR,108,MW,1400,1450
Eureka Hall,EUR,101,TR,900,950
Eureka Hall,EUR,108,T,800,950
Eureka Hall,EUR,108,R,800,950
Eureka Hall,EUR,103,MW,1000,1050
Eureka Hall,EUR,103,TR,1030,1120
Eureka Hall,EUR,211,T,1630,1910
Eureka Hall,EUR,320,TR,1330,1445
Eureka Hall,EUR,109,TR,1600,1715
Eureka Hall,EUR,109,MWF,900,950
Eureka Hall,EUR,320,T,900,950
Eureka Hall,EUR,113,R,1030,1120
Eureka Hall,EUR,109,T,1030,1120
Eureka Hall,EUR,104,R,1030,1120
Eureka Hall,EUR,320,MWF,1200,1250
Eureka Hall,EUR,108,R,1200,1250
Eureka Hall,EUR,107,MW,1330,1445
Eureka Hall,EUR,109,R,1200,1250
Eureka Hall,EUR,101,R,1200,1250
Eureka Hall,EUR,315,T,1030,1120
Eureka Hall,EUR,114,TR,800,850
Eureka Hall,EUR,113,TR,900,950
Eureka Hall,EUR,112,MW,1030,1145
Eureka Hall,EUR,107,M,900,1050
Eureka Hall,EUR,113,W,1015,1215
Eureka Hall,EUR,113,W,1500,1700
Eureka Hall,EUR,109,W,1500,1700
Eureka Hall,EUR,109,M,1000,1300
Eureka Hall,EUR,107,TR,1030,1145
Eureka Hall,EUR,107,MW,1200,1315
Eureka Hall,EUR,107,TR,900,1015
Eureka Hall,EUR,107,TR,1200,1315
Eureka Hall,EUR,107,TR,1630,1745
Eureka Hall,EUR,106,MW,1200,1250
Eureka Hall,EUR,413C,MW,1200,1250
Eureka Hall,EUR,114,MWF,1200,1250
Eureka Hall,EUR,114,TR,1500,1615
Eureka Hall,EUR,114,TR,900,1015
Eureka Hall,EUR,114,MW,1000,1050
Eureka Hall,EUR,114,TR,1030,1145
Eureka Hall,EUR,114,TR,1330,1445
Eureka Hall,EUR,115,W,1600,1715
Eureka Hall,EUR,108,W,830,1120
Eureka Hall,EUR,108,F,900,1250
Eureka Hall,EUR,108,F,900,1250
Eureka Hall,EUR,108,T,1330,1445
Eureka Hall,EUR,108,T,1030,1145
Eureka Hall,EUR,108,R,1330,1445
Eureka Hall,EUR,106,R,900,1015
Eureka Hall,EUR,104,W,1200,1315
Eureka Hall,EUR,108,M,1500,1750
Eureka Hall,EUR,209,W,1500,1750
Eureka Hall,EUR,104,MW,1330,1445
Eureka Hall,EUR,102,MTW,900,950
Eureka Hall,EUR,103,MW,1200,1315
Eureka Hall,EUR,109,MWF,1300,1350
Eureka Hall,EUR,108,T,1800,2050
Folsom Hall,FLS,1049,W,1800,1950
Folsom Hall,FLS,1051,M,1500,1650
Folsom Hall,FLS,1051,MW,1200,1315
Folsom Hall,FLS,1049,MW,1400,1550
Folsom Hall,FLS,1049,MW,1600,1750
Folsom Hall,FLS,1049,MW,900,1015
Folsom Hall,FLS,1049,MW,1200,1315
Folsom Hall,FLS,1050,MW,900,1015
Folsom Hall,FLS,2604,MW,1030,1145
Folsom Hall,FLS,1063,TR,900,1015
Folsom Hall,FLS,1063,TR,1030,1145
Folsom Hall,FLS,1050,MW,1030,1145
Folsom Hall,FLS,1050,MW,1200,1315
Folsom Hall,FLS,1049,T,1200,1350
Folsom Hall,FLS,1063,T,1200,1350
Folsom Hall,FLS,1050,F,900,1150
Folsom Hall,FLS,1050,TR,900,1015
Folsom Hall,FLS,1050,TR,1030,1145
Folsom Hall,FLS,2604,MW,900,1015
Folsom Hall,FLS,2206B,TR,900,1015
Folsom Hall,FLS,2604,TR,900,1015
Folsom Hall,FLS,2604,TR,1030,1145
Folsom Hall,FLS,2206B,MW,800,850
Folsom Hall,FLS,2206B,MW,900,1015
Folsom Hall,FLS,2206B,T,1400,1450
Folsom Hall,FLS,2604,T,1200,1250
Folsom Hall,FLS,2206B,TR,1730,1820
Folsom Hall,FLS,2206B,F,1300,1450
Folsom Hall,FLS,2206B,T,1200,1250
Folsom Hall,FLS,2206B,R,1500,1550
Folsom Hall,FLS,2206B,R,1300,1450
Folsom Hall,FLS,2204,RF,900,1700
Folsom Hall,FLS,1051,M,1330,1420
Folsom Hall,FLS,1051,M,1330,1420
Folsom Hall,FLS,1051,M,1330,1420
Folsom Hall,FLS,1051,M,1330,1420
Folsom Hall,FLS,2604,R,1200,1250
Folsom Hall,FLS,2604,R,1200,1250
Folsom Hall,FLS,2604,R,1200,1250
Folsom Hall,FLS,2604,R,1200,1250
Folsom Hall,FLS,2204,M,1100,1150
Folsom Hall,FLS,2204,TR,800,915
Folsom Hall,FLS,2204,MW,930,1045
Folsom Hall,FLS,2204,TR,930,1045
Folsom Hall,FLS,2204,MW,800,915
Folsom Hall,FLS,1051,W,1100,1150
Folsom Hall,FLS,1051,MW,930,1045
Folsom Hall,FLS,1051,M,1100,1150
Folsom Hall,FLS,1051,MW,800,915
Folsom Hall,FLS,1051,TR,800,915
Folsom Hall,FLS,2604,R,1700,1750
Folsom Hall,FLS,2604,TR,1500,1615
Folsom Hall,FLS,2204,MW,1800,1915
Folsom Hall,FLS,2604,T,1700,1750
Folsom Hall,FLS,1051,TR,1530,1645
Folsom Hall,FLS,1049,R,1400,1650
Folsom Hall,FLS,1063,M,800,1100
Folsom Hall,FLS,1029A,R,900,1200
Folsom Hall,FLS,1016,W,800,1600
Folsom Hall,FLS,1017,W,800,1600
Folsom Hall,FLS,1018,W,800,1600
Folsom Hall,FLS,1019,W,800,1600
Folsom Hall,FLS,1020,F,800,1600
Folsom Hall,FLS,1016,F,800,1600
Folsom Hall,FLS,1017,F,800,1600
Folsom Hall,FLS,1018,F,800,1600
Folsom Hall,FLS,1029A,R,1230,1530
Folsom Hall,FLS,1063,R,1230,1530
Folsom Hall,FLS,1029A,M,800,1100
Folsom Hall,FLS,1049,F,800,1100
Folsom Hall,FLS,1029A,F,900,1200
Folsom Hall,FLS,1063,F,1300,1600
Folsom Hall,FLS,1049,R,800,1150
Folsom Hall,FLS,1016,R,800,1150
Folsom Hall,FLS,1029A,W,800,1100
Folsom Hall,FLS,1029A,W,1200,1600
Folsom Hall,FLS,1051,S,900,1400
Folsom Hall,FLS,1056,TR,1330,1450
Folsom Hall,FLS,1056,TR,1500,1750
Folsom Hall,FLS,1056,TR,1500,1750
Folsom Hall,FLS,1049,MW,1030,1150
Folsom Hall,FLS,1066,M,800,950
Folsom Hall,FLS,1056,MW,800,850
Folsom Hall,FLS,1056,MW,800,850
Folsom Hall,FLS,1059,MW,900,1150
Folsom Hall,FLS,1059,MW,900,1150
Folsom Hall,FLS,1066,TR,800,850
Folsom Hall,FLS,1066,TR,800,850
Folsom Hall,FLS,1066,TR,900,1150
Folsom Hall,FLS,1066,TR,900,1150
Folsom Hall,FLS,1066,T,1300,1350
Folsom Hall,FLS,1066,T,1400,1700
Folsom Hall,FLS,1066,T,1400,1700
Folsom Hall,FLS,1051,F,1000,1130
Folsom Hall,FLS,1051,TR,1000,1130
Folsom Hall,FLS,1051,TR,1000,1130
Folsom Hall,FLS,1051,F,1000,1130
Folsom Hall,FLS,1056,M,1300,1350
Folsom Hall,FLS,1056,M,1400,1650
Folsom Hall,FLS,1056,M,1400,1650
Folsom Hall,FLS,1056,WF,1300,1350
Folsom Hall,FLS,1066,W,1400,1650
Folsom Hall,FLS,1066,W,1400,1650
Folsom Hall,FLS,1066,F,1400,1650
Folsom Hall,FLS,1066,F,1400,1650
Folsom Hall,FLS,1066,R,1330,1530
Folsom Hall,FLS,1055,F,1430,1630
Folsom Hall,FLS,1055,T,1530,1730
Folsom Hall,FLS,1055,M,900,1050
Folsom Hall,FLS,1062,R,1540,1640
Folsom Hall,FLS,1056,R,800,850
Folsom Hall,FLS,1056,R,800,850
Folsom Hall,FLS,1056,R,900,1150
Folsom Hall,FLS,1056,R,900,1150
Folsom Hall,FLS,1056,T,800,850
Folsom Hall,FLS,1059,T,900,1150
Folsom Hall,FLS,1059,T,900,1150
Folsom Hall,FLS,1066,F,1000,1050
Folsom Hall,FLS,1066,F,1100,1250
Folsom Hall,FLS,1066,F,1100,1250
Folsom Hall,FLS,1066,W,900,1250
Folsom Hall,FLS,1066,W,900,1250
Folsom Hall,FLS,1066,W,900,1250
Folsom Hall,FLS,1056,F,800,950
Humboldt Hall,HMB,116,M,1000,1150
Humboldt Hall,HMB,116,M,1300,1450
Humboldt Hall,HMB,116,W,1000,1150
Humboldt Hall,HMB,116,T,1030,1220
Humboldt Hall,HMB,116,T,1330,1520
Humboldt Hall,HMB,202,MW,1500,1615
Humboldt Hall,HMB,202,MWF,1000,1050
Humboldt Hall,HMB,202,TR,1030,1145
Humboldt Hall,HMB,116,TR,800,850
Humboldt Hall,HMB,202,TR,1200,1315
Humboldt Hall,HMB,202,TR,800,850
Humboldt Hall,HMB,202,MW,800,850
Humboldt Hall,HMB,124,TR,900,1015
Humboldt Hall,HMB,124,TR,1030,1145
Humboldt Hall,HMB,202,TR,1500,1550
Humboldt Hall,HMB,109,TR,1330,1445
Humboldt Hall,HMB,202,W,1800,1850
Humboldt Hall,HMB,202,TR,1600,1715
Humboldt Hall,HMB,109,F,1000,1250
Humboldt Hall,HMB,109,F,1300,1550
Humboldt Hall,HMB,202,TR,1500,1550
Humboldt Hall,HMB,109,M,1330,1520
Humboldt Hall,HMB,124,W,1400,1620
Humboldt Hall,HMB,207,W,1330,1620
Humboldt Hall,HMB,207,W,1630,1920
Humboldt Hall,HMB,124,W,1630,1920
Humboldt Hall,HMB,109,MW,1200,1315
Humboldt Hall,HMB,202,W,1200,1315
Humboldt Hall,HMB,202,M,1300,1350
Humboldt Hall,HMB,202,T,1330,1420
Humboldt Hall,HMB,202,TR,1730,1845
Humboldt Hall,HMB,220,M,900,1015
Humboldt Hall,HMB,220,M,1030,1145
Humboldt Hall,HMB,220,W,900,1015
Humboldt Hall,HMB,220,W,1030,1145
Humboldt Hall,HMB,109,TR,1500,1615
Humboldt Hall,HMB,109,T,1200,1250
Humboldt Hall,HMB,202,R,1330,1445
Kadema Hall,KDM,145,MW,900,1015
Kadema Hall,KDM,145,MW,1200,1315
Kadema Hall,KDM,268,MW,800,1050
Kadema Hall,KDM,268,MW,1600,1850
Kadema Hall,KDM,268,TR,800,1050
Kadema Hall,KDM,268,TR,1200,1450
Kadema Hall,KDM,268,TR,1600,1850
Kadema Hall,KDM,268,MW,1200,1450
Kadema Hall,KDM,104,MW,900,1150
Kadema Hall,KDM,107,MW,900,1150
Kadema Hall,KDM,104,MW,1300,1550
Kadema Hall,KDM,107,MW,1300,1550
Kadema Hall,KDM,131,TR,800,1050
Kadema Hall,KDM,131,TR,1300,1550
Kadema Hall,KDM,101,MW,1200,1450
Kadema Hall,KDM,110,MW,1200,1450
Kadema Hall,KDM,145A,F,900,1450
Kadema Hall,KDM,266,F,900,1450
Kadema Hall,KDM,266,W,1300,1550
Kadema Hall,KDM,145A,W,1300,1550
Kadema Hall,KDM,266,TR,1630,1920
Kadema Hall,KDM,145A,TR,1630,1920
Kadema Hall,KDM,145,TR,1030,1145
Kadema Hall,KDM,145,TR,1500,1615
Kadema Hall,KDM,145,M,1500,1750
Kadema Hall,KDM,145,TR,900,1015
Kadema Hall,KDM,110,MW,900,1150
Kadema Hall,KDM,160,MW,900,1150
Kadema Hall,KDM,170,MW,1000,1050
Kadema Hall,KDM,170,MW,1100,1150
Kadema Hall,KDM,170,TR,900,950
Kadema Hall,KDM,170,TR,1000,1050
Kadema Hall,KDM,170,TR,1500,1550
Kadema Hall,KDM,170,TR,1600,1650
Kadema Hall,KDM,170,MW,1500,1550
Kadema Hall,KDM,170,MW,1600,1650
Kadema Hall,KDM,145A,MW,900,1150
Kadema Hall,KDM,266,MW,900,1150
Kadema Hall,KDM,107,MW,1600,1850
Kadema Hall,KDM,104,MW,1600,1850
Kadema Hall,KDM,145A,T,1300,1550
Kadema Hall,KDM,266,T,1300,1550
Kadema Hall,KDM,266,T,800,1050
Kadema Hall,KDM,145A,T,800,1050
Kadema Hall,KDM,170,MW,1200,1250
Kadema Hall,KDM,170,MW,1300,1350
Kadema Hall,KDM,104,MW,1600,1850
Kadema Hall,KDM,107,MW,1600,1850
Kadema Hall,KDM,131,MW,1500,1750
Kadema Hall,KDM,101,TR,1600,1850
Kadema Hall,KDM,110,T,1600,1850
Kadema Hall,KDM,160,TR,1600,1850
Kadema Hall,KDM,160,R,800,1050
Kadema Hall,KDM,110,R,800,1050
Kadema Hall,KDM,110,R,1700,1950
Kadema Hall,KDM,266,M,1600,1850
Kadema Hall,KDM,145A,M,1600,1850
Kadema Hall,KDM,145A,M,1600,1850
Kadema Hall,KDM,266,M,1600,1850
Kadema Hall,KDM,145A,T,1300,1550
Kadema Hall,KDM,266,T,1300,1550
Kadema Hall,KDM,145A,T,800,1050
Kadema Hall,KDM,266,T,800,1050
Kadema Hall,KDM,264,F,900,1220
Kadema Hall,KDM,264,F,1300,1620
Kadema Hall,KDM,264,M,1500,1740
Kadema Hall,KDM,113,M,1000,1320
Kadema Hall,KDM,113,W,1000,1320
Kadema Hall,KDM,113,M,1400,1720
Kadema Hall,KDM,113,W,1400,1720
Kadema Hall,KDM,166,M,1000,1320
Kadema Hall,KDM,166,W,1000,1320
Kadema Hall,KDM,166,M,1400,1720
Kadema Hall,KDM,166,W,1400,1720
Kadema Hall,KDM,113,T,1000,1320
Kadema Hall,KDM,113,R,1000,1320
Kadema Hall,KDM,113,T,1400,1720
Kadema Hall,KDM,113,R,1400,1720
Kadema Hall,KDM,166,T,1000,1320
Kadema Hall,KDM,166,R,1000,1320
Kadema Hall,KDM,166,T,1400,1720
Kadema Hall,KDM,166,R,1400,1720
Kadema Hall,KDM,166,F,1000,1450
Kadema Hall,KDM,145,TR,1330,1445
Kadema Hall,KDM,264,TR,900,1130
Kadema Hall,KDM,280,TR,900,1130
Kadema Hall,KDM,280,TR,1330,1600
Kadema Hall,KDM,280,F,1200,1700
Kadema Hall,KDM,264,M,900,1220
Kadema Hall,KDM,264,W,900,1220
Library,LIB,3021,TR,1030,1145
Library,LIB,3021,TR,1200,1315
Library,LIB,3021,MW,1630,1745
Library,LIB,3021,MW,1800,1915
Library,LIB,3021,TR,900,1015
Library,LIB,3021,MW,1030,1145
Library,LIB,128,TR,1330,1445
Library,LIB,3021,MW,1200,1315
Library,LIB,3021,MW,1330,1445
Library,LIB,3021,MW,1500,1615
Library,LIB,126,T,1030,1120
Library,LIB,53,M,1300,1350
Library,LIB,58B,W,900,1150
Library,LIB,58B,R,1330,1620
Library,LIB,126,M,1330,1445
Library,LIB,53,MW,1400,1450
Library,LIB,53,TR,1400,1450
Library,LIB,3021,MWF,900,950
Library,LIB,127,TR,1030,1145
Library,LIB,126,W,1200,1350
Library,LIB,128,W,1100,1250
Library,LIB,53,T,1200,1315
Library,LIB,126,M,1330,1445
Library,LIB,127,R,1200,1315
Library,LIB,127,M,1100,1150
Library,LIB,128,M,1100,1150
Library,LIB,126,M,1200,1250
Library,LIB,128,M,1200,1250
Library,LIB,127,T,800,850
Library,LIB,127,T,900,950
Library,LIB,126,TR,1200,1315
Library,LIB,127,TR,1500,1615
Library,LIB,58B,T,900,1150
Library,LIB,58B,T,1330,1620
Library,LIB,52B,TR,1200,1315
Library,LIB,58B,M,1330,1620
Library,LIB,58B,R,900,1150
Library,LIB,11,TR,900,1015
Library,LIB,11,TR,1330,1445
Library,LIB,65,MW,1000,1050
Library,LIB,65,TR,1030,1145
Library,LIB,65,R,1500,1615
Library,LIB,65,M,1200,1315
Library,LIB,53,MW,1000,1050
Library,LIB,65,MW,1330,1445
Library,LIB,65,TR,1330,1445
Library,LIB,65,W,1800,2050
Library,LIB,65,T,1500,1750
Library,LIB,65,TR,1200,1315
Library,LIB,65,M,1500,1750
Library,LIB,65,W,1200,1315
Library,LIB,65,T,1800,2050
Library,LIB,65,W,1500,1750
Library,LIB,126,T,1800,2050
Library,LIB,65,M,1800,2050
Library,LIB,126,TR,1500,1615
Library,LIB,126,TR,1330,1445
Library,LIB,128,MW,1500,1615
Library,LIB,126,F,830,945
Library,LIB,126,W,1500,1745
Library,LIB,53,MW,1500,1615
Library,LIB,53,T,900,1015
Library,LIB,53,R,900,1015
Library,LIB,126,MW,1030,1145
Library,LIB,127,T,1200,1250
Library,LIB,127,MWF,1200,1250
Library,LIB,127,MWF,1300,1350
Library,LIB,127,MWF,1400,1450
Library,LIB,127,T,1330,1420
Library,LIB,128,MWF,1300,1350
Library,LIB,3021,TR,1330,1445
Library,LIB,3021,TR,1500,1615
Library,LIB,3021,TR,1630,1745
Library,LIB,128,T,1500,1550
Library,LIB,128,T,1730,2020
Library,LIB,128,F,1000,1050
Library,LIB,128,MW,1000,1050
Library,LIB,128,TR,1030,1145
Library,LIB,128,TR,1200,1315
Library,LIB,128,W,1800,2050
Lassen Hall,LSN,2300,MW,1100,1150
Lassen Hall,LSN,2300,T,1200,1350
Lassen Hall,LSN,2300,TR,900,1015
Lassen Hall,LSN,2300,M,1200,1315
Lassen Hall,LSN,2300,TR,1500,1615
Mendocino Hall,MND,2004,MW,1500,1615
Mendocino Hall,MND,1003,F,1300,1350
Mendocino Hall,MND,1005,M,1400,1450
Mendocino Hall,MND,4011,MW,1500,1615
Mendocino Hall,MND,3011,MW,1330,1445
Mendocino Hall,MND,3011,MW,1200,1315
Mendocino Hall,MND,3011,MW,1500,1615
Mendocino Hall,MND,3011,TR,1030,1145
Mendocino Hall,MND,3011,TR,1200,1315
Mendocino Hall,MND,3011,TR,1330,1445
Mendocino Hall,MND,3011,MW,900,950
Mendocino Hall,MND,3011,MW,1000,1050
Mendocino Hall,MND,3011,TR,900,1015
Mendocino Hall,MND,4008,TR,900,1015
Mendocino Hall,MND,3011,MW,1630,1745
Mendocino Hall,MND,3011,MW,1800,1915
Mendocino Hall,MND,4009,TR,1200,1315
Mendocino Hall,MND,1005,TR,1500,1615
Mendocino Hall,MND,4008,MW,1200,1315
Mendocino Hall,MND,3011,TR,1500,1615
Mendocino Hall,MND,4008,TR,1030,1145
Mendocino Hall,MND,4008,TR,1200,1315
Mendocino Hall,MND,4011,MW,900,1145
Mendocino Hall,MND,4008,MW,1330,1445
Mendocino Hall,MND,4008,TR,1330,1445
Mendocino Hall,MND,4008,MW,900,1015
Mendocino Hall,MND,4008,TR,1500,1615
Mendocino Hall,MND,4008,TR,1730,1845
Mendocino Hall,MND,1032,T,1730,2020
Mendocino Hall,MND,4008,F,1530,1820
Mendocino Hall,MND,4008,TR,1330,1445
Mendocino Hall,MND,4009,T,1500,1600
Mendocino Hall,MND,4005,W,1730,2020
Mendocino Hall,MND,1024,MW,1630,1745
Mendocino Hall,MND,3013,TR,900,1015
Mendocino Hall,MND,1024,MWF,1100,1150
Mendocino Hall,MND,1003,MW,730,845
Mendocino Hall,MND,1032,MW,1200,1250
Mendocino Hall,MND,1032,TR,1200,1250
Mendocino Hall,MND,4000,MW,1100,1150
Mendocino Hall,MND,1020,MW,1200,1315
Mendocino Hall,MND,3013,TR,1330,1445
Mendocino Hall,MND,4008,MW,1100,1150
Mendocino Hall,MND,3011,TR,1630,1745
Mendocino Hall,MND,3007,TR,1630,1745
Mendocino Hall,MND,1005,MWF,900,950
Mendocino Hall,MND,1005,TR,1330,1445
Mendocino Hall,MND,1005,MWF,800,850
Mendocino Hall,MND,1005,TR,730,845
Mendocino Hall,MND,1005,MWF,1300,1350
Mendocino Hall,MND,1024,T,900,950
Mendocino Hall,MND,3013,W,1730,2000
Mendocino Hall,MND,1003,MW,1330,1445
Mendocino Hall,MND,2032,M,800,850
Mendocino Hall,MND,2032,W,800,850
Mendocino Hall,MND,2032,F,800,850
Mendocino Hall,MND,1030,M,900,950
Mendocino Hall,MND,2032,W,900,950
Mendocino Hall,MND,2032,F,900,950
Mendocino Hall,MND,2032,M,1000,1050
Mendocino Hall,MND,2032,W,1000,1050
Mendocino Hall,MND,2032,F,1000,1050
Mendocino Hall,MND,2032,M,1100,1150
Mendocino Hall,MND,2032,W,1100,1150
Mendocino Hall,MND,2032,F,1100,1150
Mendocino Hall,MND,2032,M,1200,1250
Mendocino Hall,MND,2032,W,1200,1250
Mendocino Hall,MND,2032,F,1200,1250
Mendocino Hall,MND,2032,M,1300,1350
Mendocino Hall,MND,2032,F,1300,1350
Mendocino Hall,MND,2032,M,1400,1450
Mendocino Hall,MND,2032,W,1400,1450
Mendocino Hall,MND,2032,F,1400,1450
Mendocino Hall,MND,4000,TR,1030,1145
Mendocino Hall,MND,4000,MW,1500,1615
Mendocino Hall,MND,4000,TR,730,845
Mendocino Hall,MND,1026,TR,1330,1445
Mendocino Hall,MND,1024,TR,1200,1315
Mendocino Hall,MND,1030,R,1800,2050
Mendocino Hall,MND,1030,T,730,845
Mendocino Hall,MND,1030,R,730,845
Mendocino Hall,MND,1030,T,900,1015
Mendocino Hall,MND,1030,R,900,1015
Mendocino Hall,MND,1030,R,1030,1145
Mendocino Hall,MND,1030,T,1200,1315
Mendocino Hall,MND,1030,R,1200,1315
Mendocino Hall,MND,1030,T,1330,1445
Mendocino Hall,MND,1030,R,1330,1445
Mendocino Hall,MND,1030,T,1500,1615
Mendocino Hall,MND,1030,R,1500,1615
Mendocino Hall,MND,4000,T,1330,1445
Mendocino Hall,MND,4000,R,1330,1445
Mendocino Hall,MND,1026,TR,1500,1615
Mendocino Hall,MND,1026,T,1800,2050
Mendocino Hall,MND,4000,MWF,1000,1050
Mendocino Hall,MND,1020,MWF,1100,1150
Mendocino Hall,MND,1003,TR,1330,1445
Mendocino Hall,MND,2032,TR,1200,1315
Mendocino Hall,MND,1030,W,1500,1615
Mendocino Hall,MND,1030,W,1330,1445
Mendocino Hall,MND,1026,TR,1030,1145
Mendocino Hall,MND,1003,TR,1500,1615
Mendocino Hall,MND,3002,TR,1500,1745
Mendocino Hall,MND,3003,TR,1500,1745
Mendocino Hall,MND,2032,TR,1500,1745
Mendocino Hall,MND,1022,MW,1200,1315
Mendocino Hall,MND,1022,MW,1100,1150
Mendocino Hall,MND,1022,TR,900,1015
Mendocino Hall,MND,1026,TR,1200,1315
Mendocino Hall,MND,3006,M,1800,2050
Mendocino Hall,MND,4000,MW,1200,1315
Mendocino Hall,MND,4004,MW,1200,1315
Mendocino Hall,MND,1022,MW,1500,1615
Mendocino Hall,MND,3006,R,1800,2150
Mendocino Hall,MND,2032,TR,900,1015
Mendocino Hall,MND,2003,MW,1330,1445
Mendocino Hall,MND,1026,MW,1200,1315
Mendocino Hall,MND,1026,MW,1330,1445
Mendocino Hall,MND,1022,TR,1200,1315
Mendocino Hall,MND,1020,MW,1000,1050
Mendocino Hall,MND,1020,MW,1500,1615
Mendocino Hall,MND,4000,MW,1330,1445
Mendocino Hall,MND,1026,R,1800,2050
Mendocino Hall,MND,1030,M,1730,2020
Mendocino Hall,MND,1030,W,1800,2050
Mendocino Hall,MND,4005,T,1730,2020
Mendocino Hall,MND,3007,M,1600,1850
Mendocino Hall,MND,4005,R,1600,1850
Mendocino Hall,MND,4005,R,1600,1850
Mendocino Hall,MND,3013,MW,1500,1615
Mendocino Hall,MND,1022,F,1600,1850
Mendocino Hall,MND,2004,TR,1200,1315
Mendocino Hall,MND,2009,M,1200,1315
Mendocino Hall,MND,2009,W,1500,1615
Mendocino Hall,MND,4008,M,730,845
Mendocino Hall,MND,3007,TR,1330,1445
Mendocino Hall,MND,3007,R,1500,1615
Mendocino Hall,MND,3007,T,1500,1615
Mendocino Hall,MND,1030,M,1000,1050
Mendocino Hall,MND,1030,M,1630,1720
Mendocino Hall,MND,2032,T,800,850
Mendocino Hall,MND,4005,T,1200,1250
Mendocino Hall,MND,4005,T,1330,1420
Mendocino Hall,MND,4007,MW,1200,1315
Mendocino Hall,MND,4007,MW,1330,1445
Mendocino Hall,MND,4007,MW,1500,1615
Mendocino Hall,MND,4007,MW,1630,1745
Mendocino Hall,MND,1022,MW,1630,1745
Mendocino Hall,MND,4007,MWF,800,850
Mendocino Hall,MND,4007,MWF,900,950
Mendocino Hall,MND,4007,MWF,1000,1050
Mendocino Hall,MND,1024,MWF,1000,1050
Mendocino Hall,MND,4007,TR,1030,1145
Mendocino Hall,MND,4007,TR,1200,1315
Mendocino Hall,MND,4007,TR,1330,1445
Mendocino Hall,MND,4007,TR,1500,1615
Mendocino Hall,MND,1028,MW,1200,1315
Mendocino Hall,MND,1028,MW,1500,1615
Mendocino Hall,MND,1028,MW,1630,1745
Mendocino Hall,MND,1030,MWF,800,850
Mendocino Hall,MND,1028,MWF,1000,1050
Mendocino Hall,MND,1028,MWF,1100,1150
Mendocino Hall,MND,1028,TR,900,1015
Mendocino Hall,MND,1028,TR,1030,1145
Mendocino Hall,MND,1028,TR,1200,1315
Mendocino Hall,MND,1028,TR,1330,1445
Mendocino Hall,MND,1028,TR,1500,1615
Mendocino Hall,MND,3013,MW,1330,1445
Mendocino Hall,MND,4007,TR,1630,1745
Mendocino Hall,MND,1028,MW,1800,1915
Mendocino Hall,MND,1015,MW,1100,1150
Mendocino Hall,MND,1020,F,1630,1920
Mendocino Hall,MND,4000,TR,1500,1615
Mendocino Hall,MND,1022,TR,1330,1445
Mendocino Hall,MND,4004,MW,900,950
Mendocino Hall,MND,3006,M,1200,1315
Mendocino Hall,MND,3006,W,1200,1315
Mendocino Hall,MND,3006,W,1330,1445
Mendocino Hall,MND,3006,M,1500,1615
Mendocino Hall,MND,3006,M,1630,1745
Mendocino Hall,MND,3006,W,1500,1615
Mendocino Hall,MND,3006,T,1800,2050
Mendocino Hall,MND,3006,W,900,1150
Mendocino Hall,MND,3006,R,1330,1620
Mendocino Hall,MND,2007,MW,1200,1315
Mendocino Hall,MND,2007,MW,1330,1445
Mendocino Hall,MND,2009,TR,730,845
Mendocino Hall,MND,2008,MW,1200,1250
Mendocino Hall,MND,2008,MW,1250,1405
Mendocino Hall,MND,2008,MW,1500,1550
Mendocino Hall,MND,2008,MW,1550,1705
Mendocino Hall,MND,2008,TR,1200,1250
Mendocino Hall,MND,2008,TR,1250,1405
Mendocino Hall,MND,2008,MW,1200,1250
Mendocino Hall,MND,2008,MW,1250,1405
Mendocino Hall,MND,2008,MW,1500,1550
Mendocino Hall,MND,2008,MW,1550,1705
Mendocino Hall,MND,2008,TR,1200,1250
Mendocino Hall,MND,2008,TR,1250,1405
Mendocino Hall,MND,1005,MW,1630,1745
Mendocino Hall,MND,1005,MW,1500,1615
Mendocino Hall,MND,1003,MW,900,950
Mendocino Hall,MND,1005,MW,1000,1050
Mendocino Hall,MND,1005,MW,1100,1150
Mendocino Hall,MND,1005,TR,1030,1145
Mendocino Hall,MND,1003,TR,1200,1315
Mendocino Hall,MND,1003,TR,1030,1145
Mendocino Hall,MND,1003,MW,1200,1315
Mendocino Hall,MND,1003,MWF,1100,1150
Mendocino Hall,MND,1005,TR,1200,1315
Mendocino Hall,MND,4004,TR,1330,1445
Mendocino Hall,MND,2009,M,1500,1615
Mendocino Hall,MND,1024,TR,1500,1615
Mendocino Hall,MND,1020,W,1730,2020
Mendocino Hall,MND,2009,MW,1330,1445
Mendocino Hall,MND,2009,TR,1330,1445
Mendocino Hall,MND,2009,MW,1000,1050
Mendocino Hall,MND,1024,TR,1030,1145
Mendocino Hall,MND,1020,R,1730,2020
Mendocino Hall,MND,1020,M,1730,2020
Mendocino Hall,MND,1024,T,1730,2020
Mendocino Hall,MND,1020,R,1730,2020
Mendocino Hall,MND,4000,MWF,800,850
Mendocino Hall,MND,4000,MWF,900,950
Mendocino Hall,MND,3003,MW,900,1015
